dataset,bundle_id,true_indice,true_option_char,baseline_prediction,two_stage_prediction,baseline_hit,two_stage_hit,baseline_to_two_stage,candidate_set_same,candidate_overlap_count,stage1_evidence_present,stage1_proxy_prediction,stage1_proxy_hit,stage1_to_stage2,stage1_signals_used,stage1_correct_unique_signals,stage1_wrong_unique_signals,two_stage_confidence,input_indices,baseline_candidate_indices,two_stage_candidate_indices,two_stage_reasoning,input_str,two_stage_target_str
pog_dense,3654,1475,F,J,G,0,0,both_fail,True,10,True,G,0,both_fail,embedding_similarity,,embedding_similarity,medium,"[20034, 5274]","[110, 2241, 5461, 11048, 6528, 1475, 9344, 11303, 3362, 5457]","[110, 2241, 5461, 11048, 6528, 1475, 9344, 11303, 3362, 5457]","The partial outfit consists of a pair of flat shoes and a chiffon dress, which is a complete outfit. To complete the look, an accessory like a bag is the most appropriate addition. Option G (a chic, versatile shoulder bag) has the highest embedding similarity (0.7727) among the candidates and fits the style of the existing items.",1. 芦夫人 鞋子女2019新款春秋季船鞋韩版百搭单鞋浅口平底香风女鞋; 2. 南大人 星星刺绣雪纺连衣裙女长袖2018夏季新款中长款气质度假裙,A. 妙侣平跟小短靴女2018新款秋冬英伦风女靴子圆头学生chic马丁靴女; B. TOUCH FLOWER黑色尖头深v口高跟鞋细跟9.5cm性感真皮单鞋浅口女鞋; C. CC Studios CC家 限量！垂顺有质感 高腰显瘦西装锥形裤 AA11; D. 曾小咸 2018秋冬新款韩版网纱拼接针织半身裙女中长款修身包臀裙; E. 2018秋冬女鞋英伦风马丁靴后系带中筒平底短靴真皮骑士机车靴军靴; F. 锁扣小方包包女2019新款百搭时尚豆腐包box单肩斜挎小包/高质版; G. chic港风包包女2019新款斜挎包单肩小包网红小黑包复古小方包链条; H. 私房定制 专属水波纹 头层牛皮 简约百搭单肩包 真皮豆腐包box; I. 千姿百袋手提包女小包时尚牛皮女包单肩通勤包女手拎休闲女士包包; J. NALEN奈良流苏夸张圆圈金属耳钉金色珠珠民族风波西米亚编织耳环
pog_dense,3684,1003,F,F,F,1,1,both_success,True,10,True,F,1,both_success,bi_signal,bi_signal,,high,"[4549, 13638]","[19867, 30921, 26203, 28794, 20345, 1003, 29737, 22778, 4978, 31119]","[19867, 30921, 26203, 28794, 20345, 1003, 29737, 22778, 4978, 31119]","The partial outfit consists of men's items (a watch and a military-style shirt). Option F is the only item in the list designed for men ('男'), and it has the highest retrieved co-occurrence signal (8), indicating it is a logical completion for a men's fashion bundle.",1. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表; 2. 男道春季新款军事风多口袋衬衣男美式休闲长袖工装衬衫休闲外套潮,A. 小瑞靓包 圆形锁扣复古小方包2018新款女包简约百搭单肩斜挎小包; B. 连衣裙女秋装2018新款韩版中长款背心裙春秋长袖牛仔外套两件套裙; C. millie's/妙丽夏季罗马风松糕底一字带凉鞋女LGS14BL7; D. 小瑞靓包 锁扣小方包包女2019新款简约复古链条包斜挎包迷你小包; E. VEGA CHANG衬衫女长袖2019春秋新款韩版毛边宽松上衣格子毛呢衬衣; F. 小白鞋男韩版百搭潮流春季男鞋子潮内增高白色板鞋男休闲运动白鞋; G. 2017新款秋季百搭韩版学生高帮鞋女黑色英伦运动休闲厚底松糕鞋潮; H. chic风帽子女夏渔夫帽子女百搭贴标棉麻可折叠大檐遮阳盆帽太阳帽; I. 孜索2019春季新款白色打底毛衣女修身显瘦V领上衣长袖打底针织衫; J. 娜娜日记2018秋装新款女装学生宽松背带裤休闲裤女长裤子显瘦秒】
pog_dense,3762,25615,F,A,A,0,0,both_fail,True,10,True,D,0,both_fail,bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[27114, 9047]","[30898, 24408, 23782, 29453, 11655, 25615, 21060, 11985, 626, 7280]","[30898, 24408, 23782, 29453, 11655, 25615, 21060, 11985, 626, 7280]","Option A has a positive BI co-occurrence signal (bi_signal: 1) with the existing items in the bundle, indicating it has been frequently purchased or viewed together with the beach hat and mule shoes. It also has a high bi_lightgcn_similarity score (0.633), supporting its compatibility with the summer/vacation theme of the partial outfit.",1. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子; 2. 2019春夏季新款凉拖鞋真皮平底包头半拖鞋白色无后跟中性穆勒鞋女,A. 小包包2018夏季新款女包ins撞色透明包果冻包迷你链条单肩斜挎包; B. 下架打底裤女季2019新款显瘦小黑裤女外穿韩版修身百搭学生小脚; C. 透视蕾丝纱拼接钉珠流苏坠高腰连衣裙; D. Bata/拔佳金属方扣方头舒适低跟牛皮革乐福鞋女单鞋6203CM7; E. 欧洲站2018秋冬穆勒毛毛鞋兔毛平底毛毛拖鞋女外穿包头懒人半拖鞋; F. 正品尼尚手表女士机械表时尚潮流防水款夜光真皮镂空个性女表新款; G. 韩都衣舍2019春装新款女装韩版修身显瘦破洞小脚牛仔裤MM8722煜; H. 爱棉麻|初履2018春新款玛丽珍娃娃鞋浅口单鞋女日系学生1701012-1; I. ins夏天果冻小包包迷你仙女2018新款潮韩版百搭斜挎包honey蹦迪包; J. 银色羽绒马甲女短款背心学生韩版春秋外套2018新款
pog_dense,3900,15936,I,J,G,0,0,both_fail,True,10,True,I,1,success_to_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity,bi_lightgcn_similarity,high,"[20089, 30641]","[1016, 2680, 15439, 18770, 579, 13213, 24767, 9011, 15936, 24401]","[1016, 2680, 15439, 18770, 579, 13213, 24767, 9011, 15936, 24401]","The partial outfit consists of retro-style leather Oxford shoes and a French-style beret, suggesting a vintage, feminine, or 'preppy' aesthetic. Candidate G (a stylish mid-heel pump with a bow) aligns well with this aesthetic, and it has the highest 'bi_lightgcn_similarity' (0.8159) among all candidates, indicating a strong learned association with the existing items in the bundle.",1. 鞋大师2019春新款阿希哥同款复古真皮系带小皮鞋女英伦牛津鞋单鞋; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子,A. 百语蝴蝶结单鞋春季新款方头女鞋大学生高跟鞋小清新粗跟单鞋女; B. St&amp;Sat/星期六春秋新商场同款绑带尖头单鞋女粗跟SS81114580; C. fed2018春季新款罗马风格凉鞋 张雪迎同款一字带羊皮女鞋1888282; D. 韩国时尚珍珠耳钉女七彩贝珠耳环耳坠首饰品配饰简约耳饰气质网红; E. Dickies男鞋高帮帆布鞋男秋季休闲鞋子男士韩版潮流平底学生板鞋; F. 字母白色ins同款短袖t恤女士chic早春装2018新款韩范百搭半袖上衣; G. 时尚水钻皮带扣中跟粗跟单鞋女2018新款秋百搭蝴蝶结尖头高跟鞋女; H. 法式少女中长裙女2018春装夏新款韩版小清新碎花雪访套装裙两件套; I. 哈果超人 百褶针织鱼尾裙半身裙女装高腰 中长款秋冬褶皱皱松紧腰; J. 范智乔 修身V领针织衫女套头长袖秋季薄款上衣韩版毛衣外套
pog_dense,3931,8591,D,D,D,1,1,both_success,True,10,True,J,0,fail_to_success,metadata_fit|bi_signal|ui_signal,bi_signal,metadata_fit|ui_signal,medium,"[22128, 15228]","[7238, 4065, 25006, 8591, 10217, 14291, 29829, 6960, 10583, 13846]","[7238, 4065, 25006, 8591, 10217, 14291, 29829, 6960, 10583, 13846]","The partial outfit consists of a knitted dress and a shoulder bag. Option D (a beret/painter's hat) is a common accessory that complements a knitted dress outfit for autumn/winter. Furthermore, it has the highest BI co-occurrence signal (2) among the options, suggesting it is frequently purchased or styled with similar items in the dataset.",1. 梅子熟了 内搭针织连衣裙女过膝半高领毛衣裙中长款2018秋冬新款; 2. 小瑞靓包拼色菱格包包女2019新款简约百搭斜挎包单肩包小包包女包,A. 小虫 阿尔巴斯羊绒 百搭腰带中长款保暖针织开衫女2019新款春秋; B. 勿上热风2018年春新款小清新系带女士休闲鞋深口小白鞋潮H13W8128; C. 希野2018新款宫廷复古港味白色露肩性感V领漏锁骨衬衫女上衣; D. 帽子女秋冬贝雷帽女韩版日系百搭画家帽女 毛呢帽八角帽南瓜帽子; E. 欧美马丁靴女2018新款时装白色高跟细跟小方头裸靴水晶酒杯跟短靴; F. BJHG春季欧美街头OVERSIZE宽松纯色蝙蝠袖情侣连帽套头卫衣男外套; G. 张景亦 冬季新款韩版宽松哈伦裤女高腰休闲裤萝卜裤显瘦小脚裤子; H. XC 温暖冬季CP 加绒高腰chic阔腿裤宽松米白色牛仔裤女九分哈伦裤; I. 2018春装女装新款高腰显瘦休闲裤女纯色短裤时尚简约a字阔腿裤子; J. 【西木汀】小众设计包包女2019新款单肩拼色马鞍包宽肩带斜挎小包
pog_dense,3941,18922,G,C,D,0,0,both_fail,True,10,True,C,0,both_fail,bi_signal|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,,bi_signal|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[10515, 22455]","[893, 214, 15213, 28156, 17053, 2092, 18922, 22038, 15597, 29333]","[893, 214, 15213, 28156, 17053, 2092, 18922, 22038, 15597, 29333]","The partial outfit consists of a casual handbag and white sneakers. Candidate D (jeans) has a positive BI co-occurrence signal (1), indicating it is frequently bundled with similar items in fashion datasets, making it a more logical stylistic match for a casual outfit than the other options.",1. doodoo包包女2019新款潮时尚女士百搭斜挎单肩手提包简约大气女包; 2. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110,A. 濛濛家 秋装2019新绣花网纱长袖连衣裙套装 初秋两件套; B. 卡通女孩印花蕾丝拼接荷叶摆甜美少女连衣裙; C. 皱皱zhou高腰牛仔短裤夏2019新款chic韩版百搭显瘦破洞阔腿热裤; D. 线下-韩都衣舍2018韩版女装夏装新款高腰宽松女牛仔裤OPC8657晽; E. 纯银耳钉女气质韩国个性创意新款缺角五角星锆石珍珠网红耳环耳饰; F. 帽子男潮夏天韩版棒球帽潮人防晒遮阳时尚百搭黑白薄夏季女鸭舌帽; G. 原创春夏新款娃娃领小香风显瘦黑色a字赫本小黑裙复古短袖连衣裙; H. HEIRLOOM凯特周Twin Cluth时尚牛皮手拿包; I. 刺绣polo裙宽松A字型减龄T恤裙连衣裙; J. 滕雨佳 2018秋冬新款驼色双面呢大衣长款深灰蓝羊毛毛呢女外套
pog_dense,4441,9383,I,D,F,0,0,both_fail,True,10,True,F,0,both_fail,bi_signal,,bi_signal,medium,"[30641, 19962]","[20669, 4411, 30102, 30123, 25107, 3441, 14172, 19985, 9383, 13196]","[20669, 4411, 30102, 30123, 25107, 3441, 14172, 19985, 9383, 13196]","The partial outfit consists of a beret and loafers, which are typical components of a retro/casual autumn/winter style. Option F (wool wide-leg shorts/pants) is the only candidate with a positive BI co-occurrence signal and matches the seasonal (autumn/winter) and stylistic theme of the existing items.",1. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 2. 原野定制英伦真皮一脚蹬懒人拼色乐福鞋粗跟方头单鞋深口中跟女鞋,A. Lily2017冬新款女装时髦显瘦不对称大红色拼色毛衣117410B8377; B. 百思图女鞋春季时尚绑带尖头平底浅口女士单鞋TYL28AQ7; C. 凤尾纯银手链女中国风简约古风首饰复古银饰闺蜜白银手饰免费刻字; D. 芮时 时髦带气场！长款连帽全羊毛双面呢绒手工大衣; E. 夏季九分西裤男士修身休闲裤百搭韩版小脚垂感小西裤免烫长裤子潮; F. 百搭外穿毛呢阔腿裤女秋冬2019新款宽松加厚学生ins超火休闲短裤; G. 韩都衣舍2018韩版女装秋装新款立领条纹长袖中长款连衣裙EK8282囡; H. Oujoli吾尤粒原创B0072春夏季草编女包清新假日风编织手工单肩包; I. 【MIMIGOGO】小羊皮 菱格链条小包 真皮手工女包 C018; J. 73Hours 华丽的大都会 舒适通勤尖头粗跟浅口中跟鞋 经典单鞋女
pog_dense,4543,27114,D,A,D,0,1,fail_to_success,True,10,True,D,1,both_success,metadata_fit|bi_signal|ui_signal|embedding_similarity,bi_signal|ui_signal,embedding_similarity,high,"[10991, 3102]","[7935, 17728, 3994, 27114, 15994, 15534, 9100, 27006, 26445, 4481]","[7935, 17728, 3994, 27114, 15994, 15534, 9100, 27006, 26445, 4481]","The partial outfit consists of a casual white sneaker and a summer chiffon dress, suggesting a casual, summery, and feminine style. Option D (a beach/sun hat) has positive BI and UI co-occurrence signals, indicating it is frequently paired with such outfits in real-world data, making it the most logical accessory to complete the look.",1. 热风春新款平底单鞋女板鞋白色学生休闲鞋厚底小白鞋H14W8517; 2. ONEMORE一字肩连衣裙女夏2018新款镂空露肩挂脖雪纺裙仙女裙子,A. 欧美大气纯银韩国秋冬季可调节毛衣链项链女长款简约百搭高档精致; B. 有耳原创设计2019春夏新款中长款韩版连肩袖修身显瘦短袖连衣裙女; C. 2019新款刺绣女包 原创双面龙纹刺绣大挎包女 云南民族刺绣包; D. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子; E. GOGO球鞋 adidas EQT DB1444 CQ2395 DB0384 BY9796 BY9509 9511; F. 柏丝琦粗跟凉鞋女高跟鱼嘴真皮2019夏季新款时尚花朵仙女凉鞋中跟; G. 秋冬毛衣女2018新款 宽松慵懒风网红超火套头很仙的毛衣洋气百搭; H. 芙怡美2018冬装高腰加绒加厚金丝绒微喇叭裤女长裤显瘦丝绒阔腿裤; I. 手工牛皮包包2018新款小圆包休闲港风复古斜挎包简约真皮单肩包女; J. 莹如原创设计冷淡风连衣裙文艺女装复古宽松春夏季极简苎麻长裙子
pog_dense,4704,10798,B,D,A,0,0,both_fail,True,10,True,A,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[4277, 20501]","[17038, 10798, 14558, 3591, 23437, 26152, 9496, 29352, 28993, 29686]","[17038, 10798, 14558, 3591, 23437, 26152, 9496, 29352, 28993, 29686]","The partial outfit consists of a bag and a spring trench coat. Option A (a spring hoodie) is a complementary layering piece for a spring outfit, and it has the highest bi_lightgcn_similarity score (0.528) among the candidates, suggesting it is the most relevant addition.",1. 【南风】复古锁扣链条包女时尚新款单肩包斜挎包2019百搭包包女包; 2. 春装女装2019新款英伦风复古修身中长款外套收腰百褶薄款过膝风衣,A. MG小象套头连帽卫衣女春季2019新款韩版个性字母学生宽松休闲上衣; B. RAIZO 舒服的高跟鞋尖头细跟不磨脚2019新款春夏女性感百搭一字带; C. 糖力 夏装新款欧美女装白色仙气流苏露肩荷叶边吊带连衣裙短裙; D. 羊毛呢帽子女 赫本风欧美大檐帽毡帽 春秋冬天女士百搭复古礼帽潮; E. 草帽女夏天可折叠沙滩帽子海边度假遮阳防晒帽休闲百搭大檐太阳帽; F. 柒柒家 小清新心机2018夏新款雪纺衫荷叶边露肩仙气质上衣女超仙; G. 枪枪家2018秋装新款原宿风宽松bf磨破系带撞色连帽牛仔外套女潮; H. 【特价】春季美式迷彩中长款连帽风衣街头潮流宽松外套男青年大衣; I. 已下架; J. MG小象粉色大毛领棉服女2018新款宽松甜美小棉袄冬季加厚保暖外套
pog_dense,4723,28597,H,H,H,1,1,both_success,True,10,True,H,1,both_success,ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,ui_lightgcn_similarity,high,"[21413, 3296]","[21664, 5301, 3024, 23509, 24554, 19324, 10309, 28597, 760, 14113]","[21664, 5301, 3024, 23509, 24554, 19324, 10309, 28597, 760, 14113]","The partial outfit consists of jeans and a bag, which are typical components of a casual autumn/winter outfit. Option H (a plush, loose-fitting winter coat) is highly compatible with the 'autumn/winter' theme of the jeans. Furthermore, it has the highest LightGCN similarity score (0.9955) and a positive UI co-occurrence signal, indicating it is frequently purchased with similar items.",1. 加绒牛仔裤女秋冬新款网红脚口开叉紧身高腰显瘦小脚铅笔裤子#; 2. 【南风】黑色极简小方包2018新款时尚简约女包单肩包斜挎包小包包,A. TASHUO包包女2018新款ins拼色链条小方包欧美时尚百搭单肩斜挎包; B. IAMC定制 暗黑风多裁片拼接抹胸外穿一片式无肩带文胸裹胸女夏潮; C. 巴掌家欧洲站宽松套头红色印花毛衣女装针织衫上衣春装2019新款潮; D. 2018夏季日系余文乐潮牌工装短裤男宽松男士休闲五分裤多口袋; E. 淑女气质2019春季新款拼接波浪纱网印花连衣裙花色V领高腰蛋糕裙; F. 娜娜日记2018夏装新款女装白色上衣印花宽松显瘦短袖韩版T恤潮琮; G. 小鹿要飞新款黄色蕾丝包臀裙女夏chic裙子学生修身显瘦高腰半身裙; H. 2018新款韩版学生宽松网红同款仿水貂绒chic毛茸茸短款外套女秋冬; I. 哈森2018夏季新款羊反绒水钻中跟穆勒鞋 粗跟拖鞋外穿女夏HM86012; J. 双面羊绒大衣女中长款2019冬新款系带宽松小矮个子高端羊毛呢外套
pog_dense,4738,21802,H,D,H,0,1,fail_to_success,True,10,True,F,0,fail_to_success,metadata_fit|bi_signal|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,ui_signal|ui_lightgcn_similarity,high,"[30720, 13625]","[6103, 10379, 23916, 8726, 30007, 8643, 17491, 21802, 16511, 26817]","[6103, 10379, 23916, 8726, 30007, 8643, 17491, 21802, 16511, 26817]","Candidate H has the highest BI co-occurrence signal (4) and the highest bi_lightgcn_similarity (0.9647), indicating a strong historical pattern of being bundled with items similar to the provided bag and shoes. While other items have category matches, the strong co-occurrence signal for H makes it the most statistically likely completion for this specific bundle.",1. 红谷包包女新款牛皮斜挎包百搭挎包女包小包斜跨单肩包简约小方包; 2. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501,A. Ameber2019原创新品平底单鞋女浅口圆头单鞋手工真皮皮鞋羊皮鞋白; B. 上新小包包女2019春夏新款迷你chic链条包简约百搭单肩斜挎小方包; C. Ipanema凉鞋女外穿夏季平底时尚罗马鞋夹脚海边沙滩鞋学生凉拖鞋; D. 云思木想原创设计师女装2019春夏新款仕女印花中长款吊带连衣裙32; E. 1件7折2件6折 烟花烫外套女2018新款冬复古显瘦格子毛呢大衣 银粉; F. 红谷包包2019新款个性时尚单肩斜挎手提女包百搭风琴包通勤凯莉包; G. ELLE女包18年新品80570蟒蛇纹单肩包迷你斜挎链条肩带手提; H. 连衣裙秋装女2018新款韩版imiss慵懒风小心机设计感气质pphome裙; I. 2019夏季新款真皮中粗跟女鞋子皮带扣包头凉鞋英伦复古后空高跟鞋; J. 欧洲站2018新款100%羊绒衫女高领毛衣慵懒宽松套头加厚羊毛针织衫
pog_dense,4880,23124,A,A,A,1,1,both_success,True,10,True,A,1,both_success,bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,embedding_similarity|ui_lightgcn_similarity,high,"[25685, 27114]","[23124, 5906, 1845, 3776, 12811, 20765, 9695, 15476, 14535, 18506]","[23124, 5906, 1845, 3776, 12811, 20765, 9695, 15476, 14535, 18506]","The partial outfit consists of a summer skirt and a beach hat, which are both summer-themed items. Option A (white canvas shoes) is a versatile, casual summer footwear choice that complements the skirt and hat. Furthermore, Option A is the only candidate with a positive BI co-occurrence signal, indicating it is frequently paired with similar items in fashion datasets.",1. 2018短裙女夏纯色棉质半身裙高腰显瘦小清新时尚a字包臀裙chi裙子; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子,A. 环球ins春季2019新款百搭小白鞋帆布鞋女学生韩版ulzzang秋板鞋; B. 加绒牛仔裤女冬2018新款韩版高腰拼接九分百搭裤子小脚加厚铅笔裤; C. 安小落17冬新款文艺宽松双面呢子大衣中长款清新娃娃领毛呢外套女; D. RLL 羊毛荷叶边修身显瘦渐变坑条鱼尾裙针织连衣裙长裙（赠围脖）; E. 欧洲站优雅气质重工亮片圆领中袖宽松连衣裙; F. ins超火的刺绣爱心毛衣女2018秋冬新款网红慵懒风宽松高领针织衫; G. 2018春新款宽松显瘦磨白破洞牛仔裤女九分裤bf风乞丐裤卷边哈伦裤; H. 【S】2018夏季新蝴蝶结系带领亮片刺绣花朵修身荷叶摆连衣裙; I. A21男装夏季黑色九分裤子男潮流哈伦休闲裤男士运动束脚潮牌; J. 小瑞靓包 大五金扣小方包女2019新款欧美时尚单肩复古斜挎小包包
pog_dense,5022,23203,F,A,F,0,1,fail_to_success,True,10,True,F,1,both_success,bi_signal|ui_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|ui_signal|bi_lightgcn_similarity,ui_lightgcn_similarity,high,"[24914, 30641]","[21281, 4361, 5065, 22818, 30991, 23203, 11613, 24302, 23260, 24237]","[21281, 4361, 5065, 22818, 30991, 23203, 11613, 24302, 23260, 24237]","Candidate F (JACD velvet crossbody bag) has the highest BI co-occurrence (8) and UI co-occurrence (3) with the existing items (boots and beret), as well as the highest LightGCN embedding similarity (0.995). It complements the outfit's aesthetic (velvet/suede texture) better than the redundant footwear options.",1. 戈美其2018秋冬新款韩版瘦瘦靴 绒面粗跟小跟短靴休闲高跟靴子女; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子,A. 冷系女装显瘦镶钻重工七分袖显瘦百搭小黑裙气质连衣裙春新款2019; B. 小羽家皮衣女秋季2019新款外套长袖韩版显瘦春秋修身皮夹克机车服; C. 小短靴女春季2019新款磨砂秋款女矮靴chic马丁靴女粗跟网红靴子女; D. 春季浅口单鞋女平底2019新款蝴蝶结网红仙女小清新漆皮低跟懒人鞋; E. 与格单鞋女春秋2018新款英伦风平底绑带两穿休闲乐福鞋 踩跟鞋; F. JACD 小众丝绒斜挎包2019新款泰国刺绣风琴包链条单肩包绒面女包; G. 素木高领纯色针织连衣裙女冬2018新款百搭套头宽松打底裙E3110; H. 2019新款女鞋尖头细跟蝴蝶结凉鞋女网红单鞋女中跟高跟鞋子女夏; I. 施华洛世奇跳动的心项链 新款银色蓝水晶女士锁骨链 5279425; J. 平底鞋女低跟单鞋粗跟2018韩版新款春秋女鞋方头穆勒鞋百搭乐福鞋
pog_dense,5041,22295,E,J,E,0,1,fail_to_success,True,10,True,D,0,fail_to_success,metadata_fit|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,metadata_fit|ui_lightgcn_similarity,medium,"[29328, 16271]","[15738, 27784, 17297, 15393, 22295, 1959, 19204, 11405, 18754, 7184]","[15738, 27784, 17297, 15393, 22295, 1959, 19204, 11405, 18754, 7184]","The partial outfit consists of a dress and earrings, which are feminine, stylish items. Option E (high-heeled shoes) is a strong stylistic match for a dress and earring set, and it has the highest bi_lightgcn_similarity score (0.7368) among all candidates, suggesting a strong co-occurrence pattern in the training data.",1. 芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰; 2. 薄款打底裙+亮片刺绣吊带连衣裙两件套,A. 淑女名媛夏季2019新款白色裙子女装无袖高腰不规则连衣裙中长款潮; B. MG小象连帽毛呢外套女冬季2018新款韩版宽松学院风时尚呢子大衣潮; C. Oujoli吾尤粒原创B0070简约森女系清新复古蕾丝布包单肩手提大包; D. 黑色菱形冷淡风耳环韩国气质长款吊坠个性百搭大耳钉网红潮人耳饰; E. KumiKiwa卡米漆皮酒红色性感头层牛皮细跟高跟鞋8cm浅口单鞋尖头; F. 单鞋女2019春款中跟韩版懒人一脚蹬百搭船鞋新款41大码粗跟豆豆鞋; G. 澳洲雪地靴女短筒皮毛一体韩版平底百搭防水学生防滑面包鞋短靴冬; H. GRINCH原创纯棉简约纯色口袋五分短袖体恤男宽松休闲圆领T恤潮牌; I. 品质感动到哭！复合里衬！羊毛宽松九分西装裤烟管裤女秋 M252207; J. 春夏小包包女士2019新款潮韩版单肩斜挎包时尚简约百搭ins链条包
pog_dense,5077,10280,J,F,E,0,0,both_fail,True,10,True,E,0,both_fail,bi_signal|bi_lightgcn_similarity,,bi_lightgcn_similarity,high,"[13625, 19890]","[21500, 30484, 7329, 14567, 1698, 312, 24180, 5440, 6869, 10280]","[21500, 30484, 7329, 14567, 1698, 312, 24180, 5440, 6869, 10280]","The partial outfit consists of casual, sweet-style items (white sneakers and a knit sweater). Candidate E (a stylish shoulder bag) has the highest BI lightgcn similarity (0.879) and a positive BI co-occurrence signal, making it a strong accessory choice to complete the outfit compared to the other options.",1. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 2. 2017冬季新版韩版高领粗毛线针织衫女套头短款毛衣彩点慵懒毛线衣,A. BANANA BABY春季新品时尚甜美镂空露肩长袖T恤纯色字母上衣; B. 帽子女夏骑车防紫外线遮阳帽大沿遮脸可折叠太阳帽百搭防晒渔夫帽; C. 【X】女装V领钉珠系带短袖收腰牛仔连衣裙显瘦; D. 超赞版型显瘦百搭褶皱设计棉麻短裤女休闲裤抽绳纯色宽松大码夏季; E. 稻草人女包时尚单肩斜挎包2019新款小清新春款女士小包包百搭夏天; F. 2017秋季新款潮牌牛仔短裤百搭显瘦裤子; G. 墨锦雪纺上衣女2018新款小清新甜美洋气小衫系带荷叶边碎花雪纺衫; H. 【新品5折封顶】曾小咸 直筒牛仔裤女薄款高腰阔腿裤超火裤子; I. 大破洞牛仔裤女2019春夏季新款乞丐裤高腰宽松显瘦破烂九分直筒裤; J. 宁小雪卷边直筒牛仔裤女浅色新款高腰显瘦复古港味bf原宿风九分裤
pog_dense,5137,30695,H,E,H,0,1,fail_to_success,True,10,True,H,1,both_success,bi_signal,bi_signal,,medium,"[30641, 16324]","[23209, 3530, 22904, 2656, 997, 9169, 608, 30695, 10511, 17513]","[23209, 3530, 22904, 2656, 997, 9169, 608, 30695, 10511, 17513]","The partial outfit consists of a beret and a trench coat, which are classic autumn/winter fashion items. Option H (retro block-heel pumps/grandma shoes) stylistically complements the 'French retro' aesthetic established by the beret and the 'chic' style of the trench coat. Furthermore, Option H has the highest BI co-occurrence signal (5) among the candidates, suggesting it is frequently paired with similar items in fashion datasets.",1. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 2. MG小象风衣女秋装2018新款中长款学生拼接网纱外衣休闲chic外套潮,A. 路小船水桶包女气质新款大容量包包斜挎chic百搭毛绒女ins链条包; B. （下）2019夏装新款宽松pphome裙子原宿风下衣失踪棉短袖连衣裙; C. 欧美2018夏季新款半拖鞋细跟纯色高跟尖头凉拖鞋包头外穿女鞋凉鞋; D. 个性黑色圆形耳钉耳环女酷帅韩国气质简约情侣睡觉不用摘的耳饰品; E. 复古豆腐包box包空姐包牛皮斜挎单肩包女2017新款真皮小方包女; F. 播喜 初夏 春装2019款女甜美粉色长袖中长款收腰雪纺大摆连衣裙; G. 2018新款冬季打底甜美雪纺衫女系带长袖衬衫公主洋气淑女超仙上衣; H. 粗跟单鞋女2018新款韩版百搭小清新高跟鞋方头复古奶奶鞋深口女鞋; I. 重复链接 删; J. MG小象中长款连衣裙女夏2018新款气质裙子蕾丝沙滩裙温柔风吊带裙
